,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
960,Heilongjiang,China,,47.862,127.7615,892,13,472.0,407.0,,2.3641664457990994,,,1.4573991031390134,15611,CHN,,
1100,Heilongjiang,China,,47.861999999999995,127.7615,898,13,472.0,413.0,,2.3800689106811554,,,1.447661469933185,15611,CHN,,
