,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
981,Northern Territory,Australia,,-12.4634,130.8456,28,0,9.0,19.0,,11.400651465798044,,,0.0,3603,AUS,,
1121,Northern Territory,Australia,,-12.4634,130.8456,28,0,9.0,19.0,,11.400651465798044,,,0.0,3603,AUS,,
